HGNC ID	Approved symbol	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers	RefSeq IDs	Enzyme IDs	NCBI Gene ID	Ensembl gene ID	Mouse genome database ID	Locus type
HGNC:1786	CDKN1C	Approved	BWCR, BWS	P57, KIP2	11p15.4	D64137	NM_000076		1028	ENSG00000129757	MGI:104564	gene with protein product
HGNC:1787	CDKN2A	Approved	CDKN2, MLM	CDK4I, p16, INK4a, MTS1, CMM2, ARF, p19, p14, INK4, p16INK4a, p19Arf, p14ARF, P16-INK4A, CAI2	9p21.3	L27211	NM_000077		1029	ENSG00000147889	MGI:104738	gene with protein product
HGNC:23831	CDKN2A-AS1	Approved	C9orf53, CDKN2A-DT	bA149I2.3	9p21.3	AF211119	NR_024274		51198	ENSG00000224854		RNA, long non-coding
HGNC:24325	CDKN2AIP	Approved		FLJ20036, CARF	4q35.1	AK000043	NM_017632		55602	ENSG00000168564	MGI:1918175	gene with protein product
HGNC:30545	CDKN2AIPNL	Approved		MGC13017, C2AIL	5q31.1	BC008293	NM_080656		91368	ENSG00000237190	MGI:1261797	gene with protein product
HGNC:39854	CDKN2AIPNLP1	Approved			1q42.12				391169	ENSG00000177770		pseudogene
HGNC:39855	CDKN2AIPNLP2	Approved			2p23.3				100128579	ENSG00000145835		pseudogene
HGNC:39853	CDKN2AIPNLP3	Approved			13q14.11				100874397	ENSG00000224351		pseudogene
HGNC:1788	CDKN2B	Approved		P15, MTS2, INK4B, TP15, CDK4I, p15INK4b	9p21.3	AB060808	NM_004936		1030	ENSG00000147883	MGI:104737	gene with protein product
HGNC:34341	CDKN2B-AS1	Approved	CDKN2BAS	ANRIL, RP11-145E5.4, NCRNA00089, p15AS, CDKN2B-AS, PCAT12	9p21.3	BC038540	NR_003529		100048912	ENSG00000240498		RNA, long non-coding
HGNC:1789	CDKN2C	Approved		INK4C, p18	1p32.3	BC000598	NM_001262		1031	ENSG00000123080	MGI:105388	gene with protein product
HGNC:1790	CDKN2D	Approved		INK4D, p19	19p13.2		NM_079421		1032	ENSG00000129355	MGI:105387	gene with protein product
HGNC:1791	CDKN3	Approved		KAP, CDI1	14q22.2	U02681			1033	ENSG00000100526	MGI:1919641	gene with protein product
HGNC:1792	CDL1	Entry Withdrawn	CDL		3q26.3							phenotype only
HGNC:1793	CDL2	Entry Withdrawn			reserved							phenotype only
HGNC:1794	CDN1	Symbol Withdrawn										unknown
HGNC:24913	CDNF	Approved	ARMETL1		10p13	BC037872	NM_001029954		441549	ENSG00000185267	MGI:3606576	gene with protein product
HGNC:1795	CDO1	Approved			5q22.3		NM_001801	1.13.11.20	1036	ENSG00000129596	MGI:105925	gene with protein product
HGNC:17104	CDON	Approved		ORCAM, CDO, CDON1, Ihog	11q24.2	AF004841	NM_016952		50937	ENSG00000064309	MGI:1926387	gene with protein product
HGNC:15704	CDPD1	Symbol Withdrawn			20p13							phenotype only
HGNC:33710	CDPF1	Approved	C22orf40	CDKN1A	22q13.31		NM_207327		150383	ENSG00000205643	MGI:1919605	gene with protein product
HGNC:54763	CDPF1P1	Approved			2p16.1		NG_030291		100128027	ENSG00000227799		pseudogene
HGNC:1796	CDPX1	Symbol Withdrawn										unknown
HGNC:1797	CDPX2	Symbol Withdrawn										unknown
HGNC:1798	CDR1	Approved	CDR	CDR62A, CDR34	Xq27.1		NM_004065		1038	ENSG00000288642		unknown
HGNC:48926	CDR1-AS	Symbol Withdrawn		CDR1NAT, ciRS-7, CDR1as	Xq27.1							RNA, long non-coding
HGNC:1799	CDR2	Approved		CDR62, Yo	16p12.2	M63256			1039	ENSG00000140743	MGI:1100885	gene with protein product
HGNC:55381	CDR2-DT	Approved			16p12.2		NR_148970		440346	ENSG00000260790		RNA, long non-coding
HGNC:29999	CDR2L	Approved		HUMPPA	17q25.1		NM_014603		30850	ENSG00000109089	MGI:2684867	gene with protein product
HGNC:14381	CDRT2	Approved			17p12				94144			unknown
HGNC:14382	CDRT3	Approved			17p12	AI220446	NR_146601		94145			RNA, long non-coding
HGNC:14383	CDRT4	Approved		FLJ36674	17p12	BC029542	NM_173622		284040	ENSG00000239704	MGI:1913588	gene with protein product
HGNC:14384	CDRT5	Approved			17p12				94148			unknown
HGNC:14386	CDRT7	Approved		NCRNA00025, LINC00025	17p12	BX093265, AI218510			94150	ENSG00000259944		RNA, long non-coding
HGNC:14387	CDRT8	Approved			17p12	AI150443, CR737651, AA432141, AA431126			94151	ENSG00000265163		RNA, long non-coding
HGNC:14390	CDRT10	Approved			17p12				94153			unknown
HGNC:14391	CDRT11	Approved			17p12				94154			unknown
HGNC:14392	CDRT12	Approved			17p12				94155			unknown
HGNC:14393	CDRT13	Approved			17p12				94156			unknown
HGNC:14395	CDRT15	Approved			17p12	AF355097	NM_001007530		146822	ENSG00000223510		gene with protein product
HGNC:34075	CDRT15L2	Approved			17p11.2		NM_001190790		256223	ENSG00000214819		gene with protein product
HGNC:33168	CDRT15P1	Approved	CDRT15P		17p12	BX118788	NR_003261		94158	ENSG00000141028		pseudogene
HGNC:34074	CDRT15P2	Approved	CDRT15L1		17p12		NR_033865		644694	ENSG00000227255		pseudogene
HGNC:33824	CDRT15P3	Approved	C2orf27B	MGC50273	2q21.2	BC043584	NR_161366		408029	ENSG00000186825		pseudogene
HGNC:54913	CDRT15P4	Approved			2q21.2				117314529	ENSG00000287071		pseudogene
HGNC:49813	CDRT15P5	Approved	C2orf27AP2		9p21.1		NG_021611		100131855	ENSG00000239792		pseudogene
HGNC:54914	CDRT15P6	Approved			9p11.2		NG_023824		100420778	ENSG00000276832		pseudogene
HGNC:54915	CDRT15P7	Approved			9q13		NG_023922		100420788	ENSG00000268951		pseudogene
HGNC:54916	CDRT15P8	Approved			21p11.2		NG_025051		100420925	ENSG00000279062		pseudogene
HGNC:54917	CDRT15P9	Approved			21p11.2				105372731	ENSG00000279414		pseudogene
HGNC:38413	CDRT15P10	Approved	C2orf27AP1		Yq11.21		NG_021911		100420811	ENSG00000273693		pseudogene
HGNC:54918	CDRT15P11	Approved			4q28.2		NG_022077		100127912	ENSG00000251345		pseudogene
HGNC:54919	CDRT15P12	Approved			9q21.11		NG_023925		100420789	ENSG00000233765		pseudogene
HGNC:54920	CDRT15P13	Approved			14q11.2		NG_022851		642669	ENSG00000258781		pseudogene
HGNC:50418	CDRT15P14	Approved	C2orf27AP3		9p11.2		NG_023900		100420784	ENSG00000230804		pseudogene
HGNC:1800	CDS1	Approved			4q21.23	U65887		2.7.7.41	1040	ENSG00000163624	MGI:1921846	gene with protein product
HGNC:1801	CDS2	Approved			20p12.3	AF069532		2.7.7.41	8760	ENSG00000101290	MGI:1332236	gene with protein product
HGNC:1802	CDSN	Approved		D6S586E	6p21.33	AF030130			1041	ENSG00000204539	MGI:3505689	gene with protein product
HGNC:1803	CDSP	Symbol Withdrawn										unknown
HGNC:24576	CDT1	Approved		DUP, RIS2	16q24.3	AF070552	NM_030928		81620	ENSG00000167513	MGI:1914427	gene with protein product
HGNC:26928	CDV3	Approved		H41	3q22.1	AK096865	NM_017548		55573	ENSG00000091527	MGI:2448759	gene with protein product
HGNC:42387	CDV3P1	Approved			3q11.2				100129736	ENSG00000176243		pseudogene
HGNC:1805	CDX1	Approved			5q32	U51095	NM_001804		1044	ENSG00000113722	MGI:88360	gene with protein product
HGNC:1806	CDX2	Approved	CDX3		13q12.2	Y13709			1045	ENSG00000165556	MGI:88361	gene with protein product
HGNC:1807	CDX3	Symbol Withdrawn										unknown
HGNC:1808	CDX4	Approved			Xq13.2	AF029879	NM_005193		1046	ENSG00000131264	MGI:88362	gene with protein product
HGNC:1809	CDY1	Approved		CDY1A	Yq11.23	AF000981	NM_170723	2.3.1.48	9085	ENSG00000172288		gene with protein product
HGNC:23920	CDY1B	Approved			Yq11.23		NM_001003894		253175	ENSG00000172352		gene with protein product
HGNC:1810	CDY2A	Approved	CDY2		Yq11.222	AF080598	NM_004825		9426	ENSG00000182415		gene with protein product
HGNC:23921	CDY2B	Approved		CDY	Yq11.222	BC069087	NM_001001722		203611	ENSG00000129873		gene with protein product
HGNC:23849	CDY3P	Approved			Yp11.2		NG_003131		286556	ENSG00000232235		pseudogene
HGNC:23872	CDY4P	Approved			Yq11.221		NG_003138		386729	ENSG00000228411		pseudogene
HGNC:23850	CDY5P	Approved			Yq11.222		NG_003132		378008	ENSG00000226449		pseudogene
HGNC:23853	CDY6P	Approved			Yq11.222		NG_003139		386730	ENSG00000229138		pseudogene
HGNC:23854	CDY7P	Approved			Yq11.222		NG_003140		386731	ENSG00000237558		pseudogene
HGNC:23855	CDY8P	Approved			Yq11.222		NG_003141		386732	ENSG00000224033		pseudogene
HGNC:23851	CDY9P	Approved			Yq11.222		NG_003133		378011	ENSG00000232899		pseudogene
HGNC:23848	CDY10P	Approved			Yq11.223		NG_003130		140043	ENSG00000226042		pseudogene
HGNC:23852	CDY11P	Approved			Yq11.223		NG_003154		378014	ENSG00000230029		pseudogene
HGNC:23856	CDY12P	Approved			Yq11.223		NG_003142		386734	ENSG00000228850		pseudogene
HGNC:23857	CDY13P	Approved			Yq11.223		NG_003143		386735	ENSG00000224873		pseudogene
HGNC:23858	CDY14P	Approved			Yq11.223		NG_003144		386736	ENSG00000226873		pseudogene
HGNC:23859	CDY15P	Approved			Yq11.23		NG_003145		386737	ENSG00000223362		pseudogene
HGNC:23860	CDY16P	Approved			Yq11.23		NG_003146		386738			pseudogene
HGNC:23861	CDY17P	Approved			Yq11.23		NG_003147		386739	ENSG00000231375		pseudogene
HGNC:23862	CDY18P	Approved			Yq11.23		NG_003148		386740	ENSG00000232205		pseudogene
HGNC:23863	CDY19P	Approved			Yq11.23		NG_003149		386741	ENSG00000237823		pseudogene
HGNC:23864	CDY20P	Approved			Yq11.23		NG_003150		386742	ENSG00000225609		pseudogene
HGNC:23865	CDY21P	Approved			Yq11.23		NG_003151		386743			pseudogene
HGNC:23866	CDY22P	Approved			Yq11.23		NG_003152		386744	ENSG00000229343		pseudogene
HGNC:23867	CDY23P	Approved			Yq11.23		NG_003153		386745	ENSG00000231716		pseudogene
HGNC:38080	CDY24P	Symbol Withdrawn			Yq11.222							pseudogene
HGNC:1811	CDYL	Approved		DKFZP586C1622, CDYL1	6p25.1	AF081258	NM_004824		9425	ENSG00000153046	MGI:1339956	gene with protein product
HGNC:40142	CDYL-AS1	Approved			6p25.1				101927913	ENSG00000236336		RNA, long non-coding
HGNC:23030	CDYL2	Approved		FLJ38866	16q23.2	AK096185	NM_152342		124359	ENSG00000166446	MGI:1923046	gene with protein product
HGNC:52805	CDYLP1	Approved			3p24.3				100132260	ENSG00000224039		pseudogene
HGNC:1812	CDYP	Entry Withdrawn										unknown
HGNC:1813	CEA	Symbol Withdrawn										unknown
HGNC:1814	CEACAM1	Approved	BGP	BGP1, CD66a	19q13.2	M72238	NM_001712		634	ENSG00000079385	MGI:1347245, MGI:1347246	gene with protein product
HGNC:1815	CEACAM3	Approved	CGM1	CD66d, CGM1a	19q13.2	E03349	NM_001815		1084	ENSG00000170956		gene with protein product
HGNC:1816	CEACAM4	Approved	CGM7		19q13.2	D90276	NM_001817		1089	ENSG00000105352		gene with protein product
HGNC:1817	CEACAM5	Approved	CEA	CD66e	19q13.2	M17303	NM_004363		1048	ENSG00000105388		gene with protein product
HGNC:1818	CEACAM6	Approved	NCA	CD66c, NCA-50/90	19q13.2	M29541			4680	ENSG00000086548		gene with protein product
HGNC:1819	CEACAM7	Approved	CGM2	CEA	19q13.2	X98311	NM_006890		1087	ENSG00000007306		gene with protein product
HGNC:1820	CEACAM8	Approved	CGM6	CD66b	19q13.2	D90064			1088	ENSG00000124469		gene with protein product
HGNC:31948	CEACAM16	Approved		DFNA4B	19q13.31-q13.32		NM_001039213		388551	ENSG00000213892	MGI:2685615	gene with protein product
HGNC:55317	CEACAM16-AS1	Approved			19q13.31				107985305	ENSG00000266903		RNA, long non-coding
HGNC:31949	CEACAM18	Approved			19q13.41				729767	ENSG00000213822	MGI:1919681	gene with protein product
HGNC:31951	CEACAM19	Approved		CEAL1	19q13.31	AF406955	NM_020219		56971	ENSG00000186567	MGI:2443001	gene with protein product
HGNC:24879	CEACAM20	Approved		UNQ9366	19q13.31	AY358129	NM_198444		125931	ENSG00000273777	MGI:1918851	gene with protein product
HGNC:28834	CEACAM21	Approved		R29124_1, FLJ13540	19q13.2	AK023602	NM_033543		90273	ENSG00000007129		gene with protein product
HGNC:38029	CEACAM22P	Approved			19q13.31		NR_027754		388550	ENSG00000230666		pseudogene
HGNC:1821	CEACAMP1	Approved	CGM8		19q13.2	M96921	NG_001096		1090	ENSG00000233681		pseudogene
HGNC:1824	CEACAMP2	Approved	CGM9		19q13.2	M96922	NG_001097		1091	ENSG00000230558		pseudogene
HGNC:1825	CEACAMP3	Approved	CGM10, CEACAM24P		19q13.2	M96923	NG_001098		1092	ENSG00000239736		pseudogene
HGNC:1826	CEACAMP4	Approved	CGM11		19q13.31	M96924	NG_001099		1093	ENSG00000230681		pseudogene
HGNC:1827	CEACAMP5	Approved	CGM12		19q13.2	U06672	NG_001094		1085	ENSG00000231561		pseudogene
HGNC:1828	CEACAMP6	Approved	CGM13		19q13.2	U06674	NG_001100		1094	ENSG00000238092		pseudogene
HGNC:1829	CEACAMP7	Approved	CGM14		19q13.31	U06675	NG_001101		1095	ENSG00000227349		pseudogene
HGNC:1830	CEACAMP8	Approved	CGM15		19q13.31	U06676	NG_001102		1096	ENSG00000236932		pseudogene
HGNC:1831	CEACAMP9	Approved	CGM16		19q13.31	U06677	NG_001103		1097	ENSG00000230529		pseudogene
HGNC:1822	CEACAMP10	Approved	CGM17		19q13.31	U06678	NG_001104		1098	ENSG00000241104		pseudogene
HGNC:1823	CEACAMP11	Approved	CGM18		19q13.31	U06679	NG_001095		1086	ENSG00000236123		pseudogene
HGNC:1832	CEAL1	Symbol Withdrawn										unknown
HGNC:1833	CEBPA	Approved	CEBP	C/EBP-alpha	19q13.11	M37197	NM_004364		1050	ENSG00000245848	MGI:99480	gene with protein product
HGNC:25710	CEBPA-DT	Approved	CEBPA-AS1	ADINR	19q13.11	AK022417, BC027959	NR_026887		80054	ENSG00000267296		RNA, long non-coding
HGNC:1834	CEBPB	Approved	TCF5	LAP, CRP2, NFIL6, IL6DBP, C/EBP-beta	20q13.13	AY193834	NM_005194		1051	ENSG00000172216	MGI:88373	gene with protein product
HGNC:51226	CEBPB-AS1	Approved			20q13.13	BX463443	NR_125739		101927559	ENSG00000277449		RNA, long non-coding
HGNC:1835	CEBPD	Approved		CRP3, CELF, C/EBP-delta, NF-IL6-beta	8q11.21		NM_005195		1052	ENSG00000221869	MGI:103573	gene with protein product
HGNC:1836	CEBPE	Approved		CRP1	14q11.2		NM_001805		1053	ENSG00000092067	MGI:103572	gene with protein product
HGNC:1837	CEBPG	Approved		GPE1BP, IG/EBP-1	19q13.11	U20240	NM_001806		1054	ENSG00000153879	MGI:104982	gene with protein product
HGNC:24218	CEBPZ	Approved		CBF2, CTF2, HSP-CBF	2p22.2	M37197	NM_005760		10153	ENSG00000115816	MGI:109386	gene with protein product
HGNC:49288	CEBPZOS	Approved	CEBPZ-AS1		2p22.2		NM_001322373		100505876	ENSG00000218739	MGI:1915804	gene with protein product
HGNC:1838	CECR	Approved			22pter-q11							region
HGNC:1840	CECR2	Approved		KIAA1740	22q11.1-q11.21	AF336133	NM_031413		27443	ENSG00000099954	MGI:1923799	gene with protein product
HGNC:1841	CECR3	Approved			22q11.1	AF277398			27442	ENSG00000241832		RNA, long non-coding
HGNC:1845	CECR7	Approved		SAHL1	22q11.1	BC043198	NR_015352		100130418	ENSG00000237438		RNA, long non-coding
HGNC:1847	CECR9	Approved			22q11.2	AF307449			30847	ENSG00000231004		RNA, long non-coding
HGNC:56653	CEDORA	Approved		RP11-298D21.1, FEDORA	16q23.3				124903732	ENSG00000260788		RNA, long non-coding
HGNC:1848	CEL	Approved		BSSL, MODY8	9q34.13	M54994		3.1.1.3, 3.1.1.13	1056	ENSG00000170835	MGI:88374	gene with protein product
HGNC:3308	CELA1	Approved	ELA1		12q13.13		NM_001971		1990	ENSG00000139610	MGI:95314	gene with protein product
HGNC:24609	CELA2A	Approved		ELA2A	1p36.21		NM_033440	3.4.21.71	63036	ENSG00000142615	MGI:95316	gene with protein product
HGNC:29995	CELA2B	Approved		RP11-265F14.2, ELA2B	1p36.21		NM_015849		51032	ENSG00000215704		gene with protein product
HGNC:15944	CELA3A	Approved	ELA3A	ELA3	1p36.12	D00306	NM_005747		10136	ENSG00000142789	MGI:1915118, MGI:3651647	gene with protein product
HGNC:15945	CELA3B	Approved	ELA3B	CBPP	1p36.12	M18692	NM_007352	3.4.21.70	23436	ENSG00000219073	MGI:1915118, MGI:3651647	gene with protein product
HGNC:2549	CELF1	Approved	CUGBP1	CUG-BP, hNab50, BRUNOL2, NAB50, CUGBP, NAPOR, EDEN-BP	11p11.2	U63289	NM_006560		10658	ENSG00000149187	MGI:1342295	gene with protein product
HGNC:2550	CELF2	Approved	CUGBP2	Etr-3, NAPOR-2, BRUNOL3	10p14	U69546			10659	ENSG00000048740	MGI:1338822	gene with protein product
HGNC:23515	CELF2-AS1	Approved	C10orf31	FLJ40494, Em:AC026887.2	10p14	AK097813	XR_109007		414196	ENSG00000181800		RNA, long non-coding
HGNC:44703	CELF2-AS2	Approved			10p14		NR_046108		439950	ENSG00000237986		RNA, long non-coding
HGNC:54157	CELF2-DT	Approved			10p14		NR_120637		101928322	ENSG00000270111		RNA, long non-coding
HGNC:11967	CELF3	Approved	TNRC4	CAGH4, BRUNOL1, ERDA4, MGC57297	1q21.3	U80759	NM_007185		11189	ENSG00000159409	MGI:1926034	gene with protein product
HGNC:14015	CELF4	Approved	BRUNOL4		18q12.2	AF248651	NM_020180		56853	ENSG00000101489	MGI:1932407	gene with protein product
HGNC:14058	CELF5	Approved	BRUNOL5		19p13.3	AF248649	NM_021938		60680	ENSG00000161082	MGI:2442333	gene with protein product
HGNC:14059	CELF6	Approved	BRUNOL6		15q23	AF425606	NM_052840		60677	ENSG00000140488	MGI:1923433	gene with protein product
HGNC:19378	CELIAC2	Entry Withdrawn		CD, GSE	5q31-q33							phenotype only
HGNC:19376	CELIAC3	Symbol Withdrawn		CD, GSE, CTLA4, CD28, ICOS	2q33							phenotype only
HGNC:19377	CELIAC4	Symbol Withdrawn			19p13.11							phenotype only
HGNC:1849	CELP	Approved	CELL		9q34.13	L14813	NR_001275		1057	ENSG00000170827		pseudogene
HGNC:1850	CELSR1	Approved		ME2, HFMI2, FMI2, CDHF9, ADGRC1	22q13.31	AF231024	NM_014246		9620	ENSG00000075275	MGI:1100883	gene with protein product
HGNC:55984	CELSR1P1	Approved			22q11.21					ENSG00000237517		pseudogene
HGNC:3231	CELSR2	Approved	EGFL2	KIAA0279, MEGF3, Flamingo1, CDHF10, ADGRC2	1p13.3	D87469	NM_001408		1952	ENSG00000143126	MGI:1858235	gene with protein product
HGNC:3230	CELSR3	Approved	EGFL1	MEGF2, HFMI1, FMI1, CDHF11, ADGRC3	3p21.31	AF231023	NM_001407		1951	ENSG00000008300	MGI:1858236	gene with protein product
HGNC:29213	CEMIP	Approved	KIAA1199	IR2155535, TMEM2L, HYBID, CEMIP1	15q25.1	BC020256	NM_018689		57214	ENSG00000103888	MGI:2443629	gene with protein product
HGNC:11869	CEMIP2	Approved	TMEM2		9q21.13		NM_013390		23670	ENSG00000135048	MGI:1890373	gene with protein product
HGNC:32553	CEMP1	Approved		CP-23	16p13.3	AY584596	NM_001048212		752014	ENSG00000205923		gene with protein product
HGNC:30460	CENATAC	Approved	CCDC84	DLNB14	11q23.3	AB094093	NM_198489		338657	ENSG00000186166	MGI:2685960	gene with protein product
HGNC:54215	CENATAC-DT	Approved	CCDC84-DT		11q23.3				107984396	ENSG00000255121		RNA, long non-coding
HGNC:56949	CENATACP1	Approved			20p12.1		NG_024960		100420611	ENSG00000271426		pseudogene
HGNC:24153	CEND1	Approved		FLJ90066, BM88	11p15.5	AK074547	NM_016564		51286	ENSG00000184524	MGI:1929898	gene with protein product
HGNC:43674	CEND1P1	Approved			14q32.33				122631	ENSG00000213159		pseudogene
HGNC:43675	CEND1P2	Approved			13q12.12				724034			pseudogene
HGNC:1851	CENPA	Approved		CENP-A, CenH3	2p23.3	U14518	NM_001809		1058	ENSG00000115163	MGI:88375	gene with protein product
HGNC:1852	CENPB	Approved			20p13	X05299	NM_001810		1059	ENSG00000125817	MGI:88376	gene with protein product
HGNC:28272	CENPBD1P	Approved	CENPBD1	MGC16385	16q24.3	AK056131	NR_172519		92806	ENSG00000177946		pseudogene
HGNC:28421	CENPBD2P	Approved	CENPBD1P1		19q13.43		NR_026052		65996	ENSG00000213753		pseudogene
HGNC:1854	CENPC	Approved	CENPC1	CENP-C, hcp-4, MIF2	4q13.2	M95724			1060	ENSG00000145241	MGI:99700	gene with protein product
HGNC:1853	CENPC	Symbol Withdrawn										unknown
HGNC:1855	CENPCP1	Approved	CENPC, CENPC2, CENPC1P1		12q21.33		NG_003044		1061	ENSG00000226982		pseudogene
HGNC:1856	CENPE	Approved		KIF10, PPP1R61	4q24	Z15005			1062	ENSG00000138778	MGI:1098230	gene with protein product
HGNC:1857	CENPF	Approved		hcp-1	1q41	U30872	NM_016343		1063	ENSG00000117724	MGI:1313302	gene with protein product
HGNC:17268	CENPH	Approved			5q13.2	AB035124			64946	ENSG00000153044	MGI:1349448	gene with protein product
HGNC:3968	CENPI	Approved	FSHPRH1	LRPR1, CENP-I, Mis6	Xq22.1	X97249	NM_006733		2491	ENSG00000102384	MGI:2147897	gene with protein product
HGNC:39575	CENPIP1	Approved			13q12.11				100419337	ENSG00000224778		pseudogene
HGNC:17272	CENPJ	Approved	MCPH6	CPAP, BM032, LAP, LIP1, Sas-4, SASS4, SCKL4	13q12.12-q12.13	AF139625	NM_018451		55835	ENSG00000151849	MGI:2684927	gene with protein product
HGNC:29479	CENPK	Approved		FKSG14, SOLT, CENP-K	5q12.3	BC008504	NM_022145		64105	ENSG00000123219	MGI:1926210	gene with protein product
HGNC:17879	CENPL	Approved	C1orf155	dJ383J4.3, FLJ31044	1q25.1	BC033154, BC019022, AK055606	NM_033319		91687	ENSG00000120334	MGI:1917704	gene with protein product
HGNC:18352	CENPM	Approved	C22orf18	Pane1, CENP-M, MGC861	22q13.2	BC000705	NM_024053		79019	ENSG00000100162	MGI:1913820	gene with protein product
HGNC:30873	CENPN	Approved	C16orf60	FLJ13607, FLJ22660, BM039	16q23.2	AK026313	NM_018455		55839	ENSG00000166451	MGI:1919405	gene with protein product
HGNC:55106	CENPN-AS1	Approved			16q23.2				107984858	ENSG00000260213		RNA, long non-coding
HGNC:54592	CENPNP1	Approved			2p11.2		NG_021513		100132498	ENSG00000233671		pseudogene
HGNC:54593	CENPNP2	Approved			2q13		NG_030147		100133059	ENSG00000228615		pseudogene
HGNC:28152	CENPO	Approved		MGC11266, CENP-O	2p23.3	AK027859	NM_024322		79172	ENSG00000138092	MGI:1923800	gene with protein product
HGNC:32933	CENPP	Approved		RP11-19J3.3, CENP-P	9q22.31	AK091247	NM_001012267		401541	ENSG00000188312	MGI:1913586	gene with protein product
HGNC:56411	CENPPP1	Approved			3p22.1					ENSG00000238267		pseudogene
HGNC:21347	CENPQ	Approved	C6orf139	FLJ10545, CENP-Q	6p12.3	AK001407	NM_018132		55166	ENSG00000031691	MGI:1933744	gene with protein product
HGNC:23163	CENPS	Approved	APITD1, MHF1	CENP-S, FAAP16	1p36.22	BC029430	NM_199294		378708	ENSG00000175279	MGI:1917178	gene with protein product
HGNC:38843	CENPS-CORT	Approved	APITD1-CORT		1p36.22		NM_198544.3		100526739	ENSG00000251503		readthrough
HGNC:25787	CENPT	Approved	C16orf56	FLJ13111, CENP-T	16q22.1	AK056097	NM_025082		80152	ENSG00000102901	MGI:2443939	gene with protein product
HGNC:21348	CENPU	Approved	MLF1IP	CENP-U, KLIP1, CENP-50, PBIP1	4q35.1	AK027121, AF516710	NM_024629		79682	ENSG00000151725	MGI:1919126	gene with protein product
HGNC:49889	CENPUP1	Approved			11p15.3				100130384	ENSG00000255075		pseudogene
HGNC:49890	CENPUP2	Approved			12p12.1				100419930	ENSG00000258546		pseudogene
HGNC:29920	CENPV	Approved	PRR6	p30, CENP-V	17p11.2	AF514992	NM_181716		201161	ENSG00000166582	MGI:1920389	gene with protein product
HGNC:31851	CENPVL1	Approved	CENPVP1	PRR6L1	Xp11.22	AY730278	NM_001355277		389857	ENSG00000223591		gene with protein product
HGNC:43879	CENPVL2	Approved	CENPVP2		Xp11.22		NM_001355278		441495	ENSG00000283093		gene with protein product
